reviewId,userId,trainingId,organisationScore,discipline,hardWorking,communication
217,74,92,41,True,False,False
218,289,70,26,True,True,False
219,203,96,19,False,True,True
220,174,18,40,True,False,True
221,76,89,50,True,True,False
222,202,99,17,True,True,True
223,208,89,80,False,True,False
224,51,34,54,False,False,False
225,177,34,88,False,True,False
226,27,66,5,False,False,True
227,206,54,69,False,True,False
228,113,54,80,True,True,False
229,84,22,73,False,False,False
230,259,37,28,True,True,False
231,112,75,86,True,True,True
232,297,18,96,True,True,False
233,165,26,25,True,False,False
234,151,72,97,False,True,False
235,202,40,51,True,True,False
236,148,91,64,False,True,False
237,110,96,76,True,True,False
238,77,82,1,True,True,True
239,207,34,66,True,True,False
240,193,88,80,False,False,True
241,219,54,41,False,False,False
242,181,96,54,False,False,False
243,33,94,20,False,False,True
244,202,82,68,False,True,True
245,191,56,65,False,True,True
246,221,52,36,False,True,False
247,101,22,33,False,False,False
248,171,67,19,False,False,True
249,193,64,39,True,False,False
250,203,32,71,True,True,True
251,93,93,100,False,False,False
252,296,37,57,True,False,True
253,48,91,44,False,True,True
254,96,47,96,True,True,True
255,226,51,98,False,False,True
256,171,90,4,True,False,True
257,123,40,85,True,False,True
258,214,6,19,True,False,False
259,59,2,73,False,False,False
260,245,48,5,False,True,True
261,151,99,3,False,False,False
262,31,25,48,True,True,True
263,206,18,34,True,True,False
264,270,39,41,False,True,False
265,148,73,79,True,False,False
266,203,91,38,True,True,True
267,198,5,83,False,True,False
268,18,47,60,True,False,False
269,115,49,45,False,False,False
270,90,47,94,True,True,True
271,149,3,100,True,True,False
272,298,41,70,False,False,False
273,41,11,76,False,True,True
274,270,11,56,True,True,True
275,128,68,70,False,True,True
276,131,82,5,False,False,False
277,111,56,95,True,True,False
278,49,3,40,True,True,True
279,151,3,64,True,False,False
280,296,37,45,False,True,False
281,55,61,69,True,False,True
282,274,79,30,False,False,True
283,131,63,77,False,False,True
284,55,28,80,False,True,False
285,102,70,12,False,False,False
286,34,65,40,True,False,True
287,263,42,3,True,True,True
288,10,1,60,True,False,False
289,202,50,51,True,False,True
290,34,69,24,True,False,True
291,234,79,68,False,False,True
292,295,9,82,False,True,False
293,122,75,84,True,False,False
294,203,20,73,False,False,False
295,151,8,38,False,False,False
296,288,61,33,True,True,True
297,286,34,38,True,True,False
298,239,47,88,True,True,True
299,100,1,70,True,False,False
300,59,3,59,True,False,False
301,139,79,11,False,False,True
302,47,97,68,False,True,True
303,259,29,83,False,False,True
304,274,61,12,True,False,False
305,123,40,52,False,True,False
306,83,90,28,True,True,False
307,118,37,88,False,False,False
308,127,87,17,True,False,False
309,210,93,64,False,False,False
310,217,93,82,False,False,True
311,54,93,83,False,False,False
312,27,25,91,False,True,False
313,274,22,20,False,False,False
314,168,89,64,False,False,False
315,152,74,82,False,True,True
316,141,28,33,True,True,False
317,94,18,1,False,True,False
318,201,76,52,False,True,True
319,267,32,6,False,False,True
320,56,37,48,False,True,False
321,254,81,100,True,True,True
322,39,99,91,False,False,False
323,201,56,12,False,True,False
324,13,12,80,False,False,False
325,256,17,21,True,True,False
326,193,94,75,True,False,False
327,242,5,98,True,True,True
328,242,78,50,False,True,True
329,75,47,56,True,False,False
330,51,90,97,True,True,False
331,206,17,4,True,False,True
332,173,7,45,True,False,True
333,208,80,62,False,False,False
334,98,73,77,False,True,True
335,221,24,62,True,False,False
336,193,27,34,False,True,True
337,128,99,40,False,False,True
338,31,16,44,True,True,False
339,275,84,69,False,True,True
340,130,46,94,False,True,True
341,270,48,61,False,False,False
342,164,65,67,False,True,False
343,37,34,63,False,False,False
344,260,76,30,False,False,True
345,250,20,29,True,False,True
346,251,22,29,True,False,True
347,32,4,22,False,True,False
348,27,68,67,True,True,True
349,69,88,70,True,False,False
350,129,84,32,True,True,False
351,219,34,13,True,False,False
352,82,43,93,False,False,True
353,216,60,6,False,False,False
354,108,51,92,True,True,True
355,222,4,7,False,True,True
356,248,21,23,False,True,True
357,21,17,86,False,False,False
358,92,81,0,True,True,True
359,88,46,73,False,True,True
360,267,22,57,True,False,True
361,28,95,45,True,True,True
362,184,65,91,True,False,False
363,208,57,26,False,False,False
364,215,32,43,True,False,True
365,4,5,80,True,False,False
366,164,12,85,False,False,False
367,3,54,65,True,False,False
368,174,63,7,True,False,False
369,75,17,38,False,True,True
370,38,13,3,True,True,False
371,214,27,27,False,False,True
372,191,50,39,True,True,False
373,206,12,52,False,True,True
374,236,17,22,False,False,True
375,110,23,15,False,True,False
376,183,74,4,True,False,True
377,80,68,67,True,False,False
378,203,88,43,False,False,False
379,233,77,73,True,False,True
380,53,94,42,True,False,True
381,5,48,89,False,True,False
382,73,42,35,True,True,False
383,151,5,50,False,False,True
384,55,13,93,False,False,True
385,231,93,38,True,True,True
386,57,76,32,False,True,False
387,136,87,35,True,False,False
388,170,31,36,False,True,True
389,81,57,48,True,False,True
390,137,55,9,True,False,False
391,253,66,17,True,True,False
392,25,51,61,True,False,True
393,174,95,11,True,True,True
394,296,61,20,False,True,True
395,153,85,31,True,True,False
396,295,29,88,False,False,False
397,209,13,41,True,False,False
398,105,69,47,False,True,True
399,242,7,43,True,False,False
400,207,40,3,False,False,False
401,162,47,15,True,True,True
402,116,74,83,False,True,False
403,133,46,0,True,False,False
404,97,54,10,False,False,False
405,240,30,92,True,False,False
406,177,78,21,False,False,False
407,242,66,85,False,True,False
408,91,22,88,True,False,False
409,20,1,24,False,False,True
410,24,100,94,False,True,False
411,170,6,51,True,False,False
412,281,5,81,True,True,True
413,17,38,62,False,True,False
414,171,36,37,True,True,True
415,113,97,74,False,False,True
416,123,20,25,False,False,True
417,61,66,41,False,False,True
418,218,83,12,False,True,False
419,149,59,83,True,True,False
420,230,93,63,False,False,False
421,128,54,0,False,False,False
422,279,7,5,True,False,True
423,103,94,4,False,True,True
424,270,28,55,False,True,False
425,247,66,72,True,False,False
426,280,7,73,True,False,False
427,211,58,51,True,True,False
428,170,36,17,True,False,False
429,22,50,21,True,True,True
430,33,61,76,True,True,False
431,66,38,63,False,True,False
432,83,31,10,True,False,True
433,48,23,31,False,True,False
434,3,59,18,True,True,False
435,221,24,95,True,False,True
436,91,6,5,True,False,True
437,85,24,30,True,True,True
438,80,10,89,False,True,False
439,19,63,4,False,True,True
440,253,57,10,True,True,True
441,208,30,15,False,False,True
442,34,82,74,True,True,False
443,142,32,68,False,False,True
444,78,2,16,False,False,True
445,23,19,0,True,True,True
446,21,3,37,True,False,True
447,30,97,72,False,True,True
448,250,71,57,False,False,True
449,44,34,28,False,True,True
450,208,96,66,False,False,True
451,68,74,47,False,False,True
452,130,67,60,True,False,True
453,284,89,86,False,True,True
454,104,1,87,True,False,False
455,2,92,38,True,True,False
456,99,36,57,False,True,False
457,180,23,76,True,False,False
458,113,52,7,True,True,True
459,5,44,29,False,False,True
460,165,64,97,True,True,False
461,233,4,70,False,False,False
462,224,5,7,False,True,True
463,45,27,41,True,True,False
464,142,38,24,False,False,True
465,143,31,16,False,False,True
466,164,54,3,False,False,True
467,91,74,33,True,False,True
468,113,30,2,True,False,False
469,142,71,90,True,True,True
470,1,26,77,False,False,False
471,27,66,22,True,False,False
472,223,86,85,False,False,True
473,5,84,3,False,True,False
474,28,73,46,False,False,False
475,278,12,9,False,True,False
476,33,24,28,False,True,False
477,90,85,19,False,False,True
478,213,36,58,True,False,True
479,147,46,4,True,True,True
480,281,33,57,True,False,False
481,126,28,48,True,True,False
482,180,27,88,True,False,False
483,96,64,87,True,True,False
484,12,71,27,False,True,False
485,190,14,55,True,False,False
486,51,63,32,True,True,False
487,23,85,10,True,False,False
488,115,22,38,True,True,False
489,198,34,58,True,False,True
490,13,80,90,True,False,False
491,4,40,44,True,False,False
492,48,34,99,True,True,False
493,160,69,82,False,True,True
494,187,82,53,False,False,True
495,140,9,17,True,False,True
496,279,90,34,False,False,True
497,5,57,0,False,True,False
498,190,73,84,False,True,True
499,20,38,87,True,False,True
500,296,77,45,False,True,False
501,226,18,17,False,False,False
502,60,68,19,True,True,True
503,225,80,0,False,False,True
504,160,94,35,False,False,True
505,126,66,78,True,False,True
506,111,13,42,True,True,False
507,36,62,73,True,True,True
508,286,31,34,False,False,True
509,22,55,9,False,True,False
510,164,46,73,True,True,False
511,110,96,86,True,True,True
512,267,25,19,True,False,False
513,82,39,77,False,True,True
514,299,22,23,False,False,False
515,234,99,93,True,True,False
516,287,17,60,True,True,True
517,108,31,78,True,False,True
518,180,47,16,True,False,True
519,93,32,41,True,True,True
520,126,6,82,True,False,True
521,250,26,30,True,True,True
522,130,8,80,False,True,True
523,242,86,36,True,True,False
524,35,78,0,False,True,False
525,278,67,79,True,False,False
526,265,97,12,True,True,False
527,234,59,82,True,True,False
528,230,28,2,False,True,True
529,131,42,94,False,False,False
530,66,83,35,True,True,False
531,241,72,100,False,False,True
532,204,86,28,False,False,True
533,260,33,26,False,False,False
534,137,36,85,False,True,True
535,189,73,51,False,False,True
536,9,68,19,True,True,False
537,244,17,90,False,True,False
538,79,91,21,True,False,True
539,173,3,31,True,False,True
540,81,72,54,False,True,False
541,249,51,75,False,True,False
542,11,35,81,False,False,True
543,31,83,1,True,False,False
544,168,96,62,False,False,True
545,276,79,17,False,True,False
546,278,5,23,False,True,True
547,51,17,52,False,True,True
548,236,99,80,False,False,False
549,208,77,25,True,False,True
550,259,45,67,False,True,False
551,110,78,86,False,True,False
552,219,24,14,True,False,False
553,53,56,39,True,True,False
554,294,51,89,False,True,True
555,270,90,56,False,True,True
556,109,27,98,True,False,False
557,129,54,90,False,True,True
558,21,19,55,False,False,False
559,88,62,76,True,False,True
560,95,99,4,False,False,False
561,181,74,77,True,True,True
562,195,47,45,False,False,False
563,80,97,17,False,False,False
564,115,4,76,False,True,True
565,90,63,17,False,False,False
566,235,45,22,False,False,False
567,134,47,0,True,False,True
568,178,8,79,False,True,False
569,248,84,82,False,False,False
570,120,23,0,True,False,False
571,242,73,27,False,True,False
572,82,54,62,False,False,True
573,14,13,0,True,True,False
574,206,10,63,False,False,False
575,236,56,64,True,True,True
576,244,23,48,False,True,False
577,148,68,93,True,False,False
578,241,14,7,True,False,False
579,8,24,68,False,True,True
580,140,25,3,True,False,False
581,134,10,16,True,True,False
582,43,64,85,False,True,True
583,80,8,1,True,False,True
584,211,24,17,False,False,True
585,233,45,65,False,True,False
586,171,73,96,False,False,True
587,249,10,77,True,True,True
588,179,36,62,True,True,False
589,279,12,16,False,False,True
590,255,30,38,True,False,False
591,1,4,96,False,True,True
592,13,59,23,False,False,True
593,263,91,21,True,True,True
594,5,48,9,False,False,False
595,276,42,93,False,True,True
596,75,42,99,False,True,True
597,18,93,73,False,False,False
598,275,65,59,True,False,False
599,131,74,63,False,False,False
600,180,2,0,False,False,True
601,260,9,5,False,True,False
602,6,8,42,False,False,True
603,231,16,7,False,False,True
604,22,86,97,True,False,False
605,267,74,61,False,False,True
606,209,75,7,True,True,False
607,209,90,88,False,True,False
608,127,1,13,False,False,False
609,215,12,74,True,True,True
610,8,42,4,False,False,False
611,8,14,81,True,False,False
612,111,69,15,True,False,True
613,222,64,82,True,False,True
614,250,50,53,False,True,False
615,28,49,74,False,True,True
616,98,51,78,True,True,True
617,176,91,23,True,False,False
618,244,98,22,True,True,False
619,179,23,57,False,True,True
620,54,6,38,False,True,False
621,84,72,65,True,False,False
622,155,71,23,False,False,True
623,273,94,91,True,True,True
624,7,53,68,False,False,False
625,248,80,47,False,False,True
626,260,100,25,False,False,True
627,8,54,8,False,False,False
628,244,10,55,True,False,True
629,36,62,61,False,True,True
630,242,97,74,True,True,False
631,22,57,87,False,False,False
632,170,56,22,False,False,False
633,121,82,90,True,False,True
634,293,78,52,False,False,True
635,203,74,46,True,True,False
636,237,23,5,False,False,False
637,169,27,36,False,True,True
638,126,12,57,False,True,True
639,293,12,75,False,True,False
640,33,70,7,False,True,True
641,9,6,7,True,True,True
642,208,22,92,True,True,True
643,20,82,0,True,True,True
644,101,64,88,True,True,True
645,228,68,85,True,False,True
646,54,13,90,True,True,True
647,96,70,92,False,True,False
648,48,91,55,True,False,True
649,74,32,63,True,False,False
650,294,9,18,True,True,True
651,133,45,73,True,True,False
652,10,80,96,False,True,False
653,254,94,92,False,True,False
654,58,11,61,True,False,True
655,233,23,89,False,False,True
656,221,65,39,True,False,False
657,69,74,85,False,True,True
658,104,41,0,False,True,False
659,67,89,6,True,True,False
660,189,17,37,False,False,False
661,84,85,57,False,False,False
662,249,72,37,True,True,True
663,288,85,34,False,True,True
664,80,25,17,True,True,False
665,186,29,59,False,True,False
666,266,74,52,False,False,True
667,246,84,51,True,False,False
668,262,1,12,False,True,False
669,119,51,44,True,False,False
670,267,47,98,True,True,False
671,61,59,27,True,False,False
672,193,94,67,True,False,False
673,121,75,80,True,False,True
674,206,44,7,False,False,False
675,214,15,36,True,True,False
676,157,67,69,False,False,False
677,10,46,53,False,True,True
678,37,15,1,False,True,False
679,194,41,87,True,True,True
680,45,34,41,False,True,True
681,168,59,36,False,True,True
682,1,88,98,True,True,False
683,105,70,36,True,True,True
684,250,61,74,True,True,True
685,78,47,68,False,False,True
686,274,26,96,True,False,True
687,232,42,99,True,False,True
688,276,72,14,False,True,False
689,252,100,95,False,True,True
690,120,47,51,False,True,False
691,278,38,41,False,False,True
692,24,51,20,True,False,False
693,133,21,61,True,False,False
694,182,38,83,False,True,False
695,221,32,96,False,False,False
696,264,100,3,True,True,True
697,50,9,88,True,True,False
698,95,65,58,True,False,True
699,97,30,58,True,False,True
700,241,19,92,False,True,True
701,145,98,72,True,True,True
702,204,66,82,False,False,True
703,158,99,47,True,False,False
704,55,42,63,False,False,False
705,58,37,76,True,True,True
706,238,24,16,False,False,False
707,261,39,26,False,True,False
708,293,95,88,False,True,True
709,92,95,43,True,True,False
710,2,16,96,False,False,False
711,255,63,54,False,True,False
712,101,78,85,False,True,False
713,223,43,7,True,True,False
714,16,91,53,True,True,True
715,18,67,30,True,True,True
716,163,48,27,True,True,True
717,54,15,29,True,True,False
718,185,24,71,True,False,True
719,36,70,68,True,False,False
720,127,9,77,False,True,False
721,172,89,60,False,True,False
722,50,84,18,False,True,True
723,126,95,79,True,True,True
724,183,5,57,True,False,True
725,129,38,82,False,False,True
726,269,3,53,True,False,False
727,93,59,30,False,False,False
728,161,100,66,True,True,False
729,297,41,55,True,False,False
730,197,94,41,True,False,True
731,166,78,34,True,True,True
732,93,24,78,False,True,False
733,188,67,19,True,True,True
734,112,75,10,False,False,False
735,4,16,62,True,False,False
736,214,85,0,False,True,False
737,80,55,56,True,True,True
738,119,23,57,True,True,True
739,18,13,40,False,True,False
740,34,78,38,False,False,False
741,183,20,3,True,False,False
742,99,19,41,False,False,True
743,297,38,42,True,False,False
744,280,99,100,False,True,True
745,186,90,44,True,False,False
746,281,92,32,False,False,True
747,251,41,50,True,True,True
748,96,16,45,True,True,True
749,3,19,35,True,False,False
750,9,67,66,True,False,True
751,54,63,21,False,False,False
752,75,52,42,True,False,True
753,108,99,73,False,False,True
754,245,84,23,True,True,True
755,201,12,93,True,True,True
756,192,45,90,False,True,True
757,42,20,87,True,True,True
758,34,45,74,False,True,False
759,119,34,78,False,False,True
760,244,52,88,False,True,False
761,19,42,1,False,True,False
762,147,4,89,True,False,False
763,281,55,69,False,False,True
764,44,30,49,True,False,True
765,267,7,68,False,True,False
766,71,16,19,False,True,True
767,83,65,52,True,True,False
768,1,1,94,True,True,False
769,72,79,38,False,False,False
770,221,11,36,True,True,True
771,38,94,49,True,False,True
772,141,22,28,True,False,True
773,93,20,4,False,True,True
774,205,51,25,False,False,True
775,228,56,36,True,False,False
776,31,92,88,True,False,False
777,141,79,36,True,False,True
778,14,14,57,True,True,False
779,184,5,25,False,True,True
780,115,61,39,True,False,True
781,142,7,39,True,True,False
782,67,86,22,False,False,False
783,170,97,85,False,True,False
784,68,20,30,False,True,False
785,160,70,64,False,False,False
786,160,61,100,False,True,False
787,263,15,38,False,True,False
788,271,64,9,False,True,False
789,127,16,68,True,True,False
790,115,15,26,False,True,True
791,105,64,45,True,False,True
792,267,43,87,True,False,False
793,288,71,40,False,True,True
794,289,8,17,True,True,True
795,263,51,53,True,False,True
796,164,19,62,True,False,True
797,294,61,63,True,False,False
798,102,83,3,True,True,True
799,87,64,8,True,False,True
800,104,32,54,True,False,True
801,223,63,10,True,False,True
802,22,4,74,False,True,True
803,279,100,77,True,False,True
804,215,17,17,False,True,True
805,39,51,32,True,True,False
806,66,39,28,True,False,True
807,6,53,54,False,True,True
808,176,9,26,False,False,True
809,118,22,56,False,False,True
810,128,16,80,False,False,True
811,33,50,47,True,False,True
812,192,23,42,False,False,True
813,260,5,71,False,False,False
814,283,25,88,False,True,True
815,284,19,42,True,False,False
816,155,65,98,True,False,True
817,79,1,80,True,True,True
818,30,90,62,False,True,False
819,224,31,92,False,True,True
820,65,29,29,True,True,False
821,261,56,42,True,False,False
822,245,70,72,False,False,True
823,210,80,22,True,False,True
824,287,69,46,False,False,False
825,113,78,60,True,False,False
826,261,16,57,False,False,True
827,213,41,34,False,False,False
828,15,21,90,True,False,False
829,106,69,83,True,False,False
830,276,32,68,True,True,True
831,23,85,33,True,True,True
832,167,43,87,True,False,False
833,268,63,85,False,False,False
834,121,11,10,True,False,False
835,24,47,76,True,True,True
836,226,7,55,True,False,True
837,167,13,44,True,True,True
838,209,100,97,True,True,True
839,253,98,81,False,True,False
840,289,64,19,True,False,False
841,225,35,14,False,True,True
842,87,77,59,False,False,False
843,283,23,76,True,True,False
844,187,64,78,False,False,False
845,233,5,58,True,True,False
846,279,92,48,True,True,False
847,43,2,7,False,True,False
848,286,85,34,False,True,True
849,296,17,41,True,True,True
850,229,12,13,True,True,False
851,105,14,0,True,False,True
852,256,38,21,False,True,False
853,277,44,3,True,False,False
854,219,51,88,True,False,False
855,83,3,22,True,True,False
856,221,65,46,True,False,True
857,262,85,85,False,True,False
858,133,81,75,True,True,True
859,52,40,73,False,False,True
860,214,73,61,False,False,True
861,48,66,11,True,True,False
862,288,39,92,False,True,True
863,102,2,57,False,False,True
864,246,13,63,False,True,True
865,226,90,99,False,False,True
866,45,9,13,True,True,True
867,238,7,95,True,False,False
868,36,58,24,True,False,True
869,296,26,81,False,False,False
870,234,98,57,True,True,False
871,235,38,12,False,True,True
872,81,34,76,False,False,False
873,256,32,7,False,False,False
874,260,52,2,False,False,True
875,204,49,94,True,False,False
876,133,42,52,True,True,True
877,54,26,27,True,False,True
878,145,29,81,False,False,False
879,10,10,78,True,True,True
880,109,82,63,False,False,False
881,142,46,28,False,True,False
882,211,73,8,False,True,False
883,134,28,43,False,True,True
884,32,100,15,True,True,True
885,236,69,18,False,True,True
886,63,57,47,True,True,False
887,274,30,23,True,True,True
888,231,61,0,True,False,True
889,97,49,64,True,True,True
890,70,60,12,False,False,False
891,37,95,48,True,True,True
892,33,43,15,True,False,True
893,86,54,77,True,True,True
894,14,30,50,False,True,False
895,14,3,3,False,True,False
896,192,74,67,False,False,True
897,257,60,12,False,False,False
898,112,57,99,True,True,True
899,37,92,77,False,False,True
900,207,52,98,False,True,False
901,53,30,9,False,False,False
902,29,93,21,False,False,True
903,189,29,39,False,False,True
904,1,2,26,True,True,False
905,41,94,74,False,True,True
906,169,5,63,False,True,False
907,207,11,15,True,False,False
908,150,11,88,True,True,False
909,242,18,65,True,True,False
910,22,36,96,False,False,True
911,278,27,77,True,False,False
912,174,83,24,True,False,True
913,229,10,31,True,True,True
914,13,26,68,False,False,False
915,223,12,55,True,False,False
916,201,67,1,False,True,False
917,278,12,59,False,True,False
918,47,12,59,False,False,True
919,80,42,55,True,False,False
920,206,81,31,True,True,True
921,124,69,49,True,False,False
922,179,86,7,True,False,True
923,21,13,49,False,False,False
924,103,18,17,True,True,False
925,296,35,7,True,False,False
926,18,29,30,True,False,False
927,262,75,26,False,True,False
928,243,94,73,True,True,False
929,137,56,91,True,False,False
930,273,17,71,False,False,True
931,163,10,91,True,True,False
932,2,3,70,True,True,False
933,79,27,40,False,False,False
934,183,16,27,False,True,False
935,24,33,0,False,True,False
936,196,77,39,True,True,False
937,132,58,10,False,False,True
938,237,54,100,True,True,True
939,27,51,18,False,True,False
940,178,77,76,True,False,False
941,137,2,43,False,True,False
942,205,53,48,True,True,True
943,213,66,46,True,False,True
944,118,97,29,False,True,False
945,168,15,2,True,True,True
946,78,81,18,False,False,True
947,278,80,11,False,False,False
948,217,100,45,False,False,True
949,154,58,74,False,False,True
950,42,88,22,True,True,False
951,140,64,69,True,False,True
952,67,87,22,True,True,True
953,101,4,37,True,False,True
954,132,99,29,False,False,True
955,263,41,21,False,True,True
956,136,49,19,False,True,True
957,9,91,25,True,False,True
958,215,15,56,False,True,False
959,227,87,27,True,True,True
960,205,72,48,True,True,False
961,103,22,45,False,True,True
962,25,38,56,False,False,True
963,70,64,92,False,False,True
964,112,77,62,True,False,False
965,7,8,81,False,True,False
966,186,74,86,False,False,False
967,260,93,75,False,True,True
968,33,37,80,True,True,False
969,178,1,38,True,True,True
970,4,51,15,False,False,False
971,253,31,40,False,False,True
972,207,42,29,True,True,False
973,167,43,35,True,True,True
974,3,88,87,False,False,False
975,221,21,97,True,True,False
976,34,89,15,False,False,True
977,101,74,73,True,True,True
978,243,85,32,False,False,False
979,25,36,0,False,False,True
980,197,21,10,True,False,True
981,21,15,16,False,False,False
982,246,69,87,False,False,False
983,140,93,6,True,True,True
984,253,81,88,False,True,True
985,286,92,24,True,True,False
986,130,48,4,True,True,True
987,253,89,28,False,True,False
988,27,76,9,False,False,True
989,52,98,74,False,True,False
990,108,89,11,False,False,True
991,268,31,82,True,True,False
992,86,31,64,False,True,True
993,289,35,57,True,False,False
994,280,42,64,False,True,True
995,129,25,83,True,True,True
