"reviewId","userId","trainingId","organisationScore","discipline","hardWorking","communication"
217,74,92,41,true,false,false
218,289,70,26,true,true,false
219,203,96,19,false,true,true
220,174,18,40,true,false,true
221,76,89,50,true,true,false
222,202,99,17,true,true,true
223,208,89,80,false,true,false
224,51,34,54,false,false,false
225,177,34,88,false,true,false
226,27,66,5,false,false,true
227,206,54,69,false,true,false
228,113,54,80,true,true,false
229,84,22,73,false,false,false
230,259,37,28,true,true,false
231,112,75,86,true,true,true
232,297,18,96,true,true,false
233,165,26,25,true,false,false
234,151,72,97,false,true,false
235,202,40,51,true,true,false
236,148,91,64,false,true,false
237,110,96,76,true,true,false
238,77,82,1,true,true,true
239,207,34,66,true,true,false
240,193,88,80,false,false,true
241,219,54,41,false,false,false
242,181,96,54,false,false,false
243,33,94,20,false,false,true
244,202,82,68,false,true,true
245,191,56,65,false,true,true
246,221,52,36,false,true,false
247,101,22,33,false,false,false
248,171,67,19,false,false,true
249,193,64,39,true,false,false
250,203,32,71,true,true,true
251,93,93,100,false,false,false
252,296,37,57,true,false,true
253,48,91,44,false,true,true
254,96,47,96,true,true,true
255,226,51,98,false,false,true
256,171,90,4,true,false,true
257,123,40,85,true,false,true
258,214,6,19,true,false,false
259,59,2,73,false,false,false
260,245,48,5,false,true,true
261,151,99,3,false,false,false
262,31,25,48,true,true,true
263,206,18,34,true,true,false
264,270,39,41,false,true,false
265,148,73,79,true,false,false
266,203,91,38,true,true,true
267,198,5,83,false,true,false
268,18,47,60,true,false,false
269,115,49,45,false,false,false
270,90,47,94,true,true,true
271,149,3,100,true,true,false
272,298,41,70,false,false,false
273,41,11,76,false,true,true
274,270,11,56,true,true,true
275,128,68,70,false,true,true
276,131,82,5,false,false,false
277,111,56,95,true,true,false
278,49,3,40,true,true,true
279,151,3,64,true,false,false
280,296,37,45,false,true,false
281,55,61,69,true,false,true
282,274,79,30,false,false,true
283,131,63,77,false,false,true
284,55,28,80,false,true,false
285,102,70,12,false,false,false
286,34,65,40,true,false,true
287,263,42,3,true,true,true
288,10,1,60,true,false,false
289,202,50,51,true,false,true
290,34,69,24,true,false,true
291,234,79,68,false,false,true
292,295,9,82,false,true,false
293,122,75,84,true,false,false
294,203,20,73,false,false,false
295,151,8,38,false,false,false
296,288,61,33,true,true,true
297,286,34,38,true,true,false
298,239,47,88,true,true,true
299,100,1,70,true,false,false
300,59,3,59,true,false,false
301,139,79,11,false,false,true
302,47,97,68,false,true,true
303,259,29,83,false,false,true
304,274,61,12,true,false,false
305,123,40,52,false,true,false
306,83,90,28,true,true,false
307,118,37,88,false,false,false
308,127,87,17,true,false,false
309,210,93,64,false,false,false
310,217,93,82,false,false,true
311,54,93,83,false,false,false
312,27,25,91,false,true,false
313,274,22,20,false,false,false
314,168,89,64,false,false,false
315,152,74,82,false,true,true
316,141,28,33,true,true,false
317,94,18,1,false,true,false
318,201,76,52,false,true,true
319,267,32,6,false,false,true
320,56,37,48,false,true,false
321,254,81,100,true,true,true
322,39,99,91,false,false,false
323,201,56,12,false,true,false
324,13,12,80,false,false,false
325,256,17,21,true,true,false
326,193,94,75,true,false,false
327,242,5,98,true,true,true
328,242,78,50,false,true,true
329,75,47,56,true,false,false
330,51,90,97,true,true,false
331,206,17,4,true,false,true
332,173,7,45,true,false,true
333,208,80,62,false,false,false
334,98,73,77,false,true,true
335,221,24,62,true,false,false
336,193,27,34,false,true,true
337,128,99,40,false,false,true
338,31,16,44,true,true,false
339,275,84,69,false,true,true
340,130,46,94,false,true,true
341,270,48,61,false,false,false
342,164,65,67,false,true,false
343,37,34,63,false,false,false
344,260,76,30,false,false,true
345,250,20,29,true,false,true
346,251,22,29,true,false,true
347,32,4,22,false,true,false
348,27,68,67,true,true,true
349,69,88,70,true,false,false
350,129,84,32,true,true,false
351,219,34,13,true,false,false
352,82,43,93,false,false,true
353,216,60,6,false,false,false
354,108,51,92,true,true,true
355,222,4,7,false,true,true
356,248,21,23,false,true,true
357,21,17,86,false,false,false
358,92,81,0,true,true,true
359,88,46,73,false,true,true
360,267,22,57,true,false,true
361,28,95,45,true,true,true
362,184,65,91,true,false,false
363,208,57,26,false,false,false
364,215,32,43,true,false,true
365,4,5,80,true,false,false
366,164,12,85,false,false,false
367,3,54,65,true,false,false
368,174,63,7,true,false,false
369,75,17,38,false,true,true
370,38,13,3,true,true,false
371,214,27,27,false,false,true
372,191,50,39,true,true,false
373,206,12,52,false,true,true
374,236,17,22,false,false,true
375,110,23,15,false,true,false
376,183,74,4,true,false,true
377,80,68,67,true,false,false
378,203,88,43,false,false,false
379,233,77,73,true,false,true
380,53,94,42,true,false,true
381,5,48,89,false,true,false
382,73,42,35,true,true,false
383,151,5,50,false,false,true
384,55,13,93,false,false,true
385,231,93,38,true,true,true
386,57,76,32,false,true,false
387,136,87,35,true,false,false
388,170,31,36,false,true,true
389,81,57,48,true,false,true
390,137,55,9,true,false,false
391,253,66,17,true,true,false
392,25,51,61,true,false,true
393,174,95,11,true,true,true
394,296,61,20,false,true,true
395,153,85,31,true,true,false
396,295,29,88,false,false,false
397,209,13,41,true,false,false
398,105,69,47,false,true,true
399,242,7,43,true,false,false
400,207,40,3,false,false,false
401,162,47,15,true,true,true
402,116,74,83,false,true,false
403,133,46,0,true,false,false
404,97,54,10,false,false,false
405,240,30,92,true,false,false
406,177,78,21,false,false,false
407,242,66,85,false,true,false
408,91,22,88,true,false,false
409,20,1,24,false,false,true
410,24,100,94,false,true,false
411,170,6,51,true,false,false
412,281,5,81,true,true,true
413,17,38,62,false,true,false
414,171,36,37,true,true,true
415,113,97,74,false,false,true
416,123,20,25,false,false,true
417,61,66,41,false,false,true
418,218,83,12,false,true,false
419,149,59,83,true,true,false
420,230,93,63,false,false,false
421,128,54,0,false,false,false
422,279,7,5,true,false,true
423,103,94,4,false,true,true
424,270,28,55,false,true,false
425,247,66,72,true,false,false
426,280,7,73,true,false,false
427,211,58,51,true,true,false
428,170,36,17,true,false,false
429,22,50,21,true,true,true
430,33,61,76,true,true,false
431,66,38,63,false,true,false
432,83,31,10,true,false,true
433,48,23,31,false,true,false
434,3,59,18,true,true,false
435,221,24,95,true,false,true
436,91,6,5,true,false,true
437,85,24,30,true,true,true
438,80,10,89,false,true,false
439,19,63,4,false,true,true
440,253,57,10,true,true,true
441,208,30,15,false,false,true
442,34,82,74,true,true,false
443,142,32,68,false,false,true
444,78,2,16,false,false,true
445,23,19,0,true,true,true
446,21,3,37,true,false,true
447,30,97,72,false,true,true
448,250,71,57,false,false,true
449,44,34,28,false,true,true
450,208,96,66,false,false,true
451,68,74,47,false,false,true
452,130,67,60,true,false,true
453,284,89,86,false,true,true
454,104,1,87,true,false,false
455,2,92,38,true,true,false
456,99,36,57,false,true,false
457,180,23,76,true,false,false
458,113,52,7,true,true,true
459,5,44,29,false,false,true
460,165,64,97,true,true,false
461,233,4,70,false,false,false
462,224,5,7,false,true,true
463,45,27,41,true,true,false
464,142,38,24,false,false,true
465,143,31,16,false,false,true
466,164,54,3,false,false,true
467,91,74,33,true,false,true
468,113,30,2,true,false,false
469,142,71,90,true,true,true
470,1,26,77,false,false,false
471,27,66,22,true,false,false
472,223,86,85,false,false,true
473,5,84,3,false,true,false
474,28,73,46,false,false,false
475,278,12,9,false,true,false
476,33,24,28,false,true,false
477,90,85,19,false,false,true
478,213,36,58,true,false,true
479,147,46,4,true,true,true
480,281,33,57,true,false,false
481,126,28,48,true,true,false
482,180,27,88,true,false,false
483,96,64,87,true,true,false
484,12,71,27,false,true,false
485,190,14,55,true,false,false
486,51,63,32,true,true,false
487,23,85,10,true,false,false
488,115,22,38,true,true,false
489,198,34,58,true,false,true
490,13,80,90,true,false,false
491,4,40,44,true,false,false
492,48,34,99,true,true,false
493,160,69,82,false,true,true
494,187,82,53,false,false,true
495,140,9,17,true,false,true
496,279,90,34,false,false,true
497,5,57,0,false,true,false
498,190,73,84,false,true,true
499,20,38,87,true,false,true
500,296,77,45,false,true,false
501,226,18,17,false,false,false
502,60,68,19,true,true,true
503,225,80,0,false,false,true
504,160,94,35,false,false,true
505,126,66,78,true,false,true
506,111,13,42,true,true,false
507,36,62,73,true,true,true
508,286,31,34,false,false,true
509,22,55,9,false,true,false
510,164,46,73,true,true,false
511,110,96,86,true,true,true
512,267,25,19,true,false,false
513,82,39,77,false,true,true
514,299,22,23,false,false,false
515,234,99,93,true,true,false
516,287,17,60,true,true,true
517,108,31,78,true,false,true
518,180,47,16,true,false,true
519,93,32,41,true,true,true
520,126,6,82,true,false,true
521,250,26,30,true,true,true
522,130,8,80,false,true,true
523,242,86,36,true,true,false
524,35,78,0,false,true,false
525,278,67,79,true,false,false
526,265,97,12,true,true,false
527,234,59,82,true,true,false
528,230,28,2,false,true,true
529,131,42,94,false,false,false
530,66,83,35,true,true,false
531,241,72,100,false,false,true
532,204,86,28,false,false,true
533,260,33,26,false,false,false
534,137,36,85,false,true,true
535,189,73,51,false,false,true
536,9,68,19,true,true,false
537,244,17,90,false,true,false
538,79,91,21,true,false,true
539,173,3,31,true,false,true
540,81,72,54,false,true,false
541,249,51,75,false,true,false
542,11,35,81,false,false,true
543,31,83,1,true,false,false
544,168,96,62,false,false,true
545,276,79,17,false,true,false
546,278,5,23,false,true,true
547,51,17,52,false,true,true
548,236,99,80,false,false,false
549,208,77,25,true,false,true
550,259,45,67,false,true,false
551,110,78,86,false,true,false
552,219,24,14,true,false,false
553,53,56,39,true,true,false
554,294,51,89,false,true,true
555,270,90,56,false,true,true
556,109,27,98,true,false,false
557,129,54,90,false,true,true
558,21,19,55,false,false,false
559,88,62,76,true,false,true
560,95,99,4,false,false,false
561,181,74,77,true,true,true
562,195,47,45,false,false,false
563,80,97,17,false,false,false
564,115,4,76,false,true,true
565,90,63,17,false,false,false
566,235,45,22,false,false,false
567,134,47,0,true,false,true
568,178,8,79,false,true,false
569,248,84,82,false,false,false
570,120,23,0,true,false,false
571,242,73,27,false,true,false
572,82,54,62,false,false,true
573,14,13,0,true,true,false
574,206,10,63,false,false,false
575,236,56,64,true,true,true
576,244,23,48,false,true,false
577,148,68,93,true,false,false
578,241,14,7,true,false,false
579,8,24,68,false,true,true
580,140,25,3,true,false,false
581,134,10,16,true,true,false
582,43,64,85,false,true,true
583,80,8,1,true,false,true
584,211,24,17,false,false,true
585,233,45,65,false,true,false
586,171,73,96,false,false,true
587,249,10,77,true,true,true
588,179,36,62,true,true,false
589,279,12,16,false,false,true
590,255,30,38,true,false,false
591,1,4,96,false,true,true
592,13,59,23,false,false,true
593,263,91,21,true,true,true
594,5,48,9,false,false,false
595,276,42,93,false,true,true
596,75,42,99,false,true,true
597,18,93,73,false,false,false
598,275,65,59,true,false,false
599,131,74,63,false,false,false
600,180,2,0,false,false,true
601,260,9,5,false,true,false
602,6,8,42,false,false,true
603,231,16,7,false,false,true
604,22,86,97,true,false,false
605,267,74,61,false,false,true
606,209,75,7,true,true,false
607,209,90,88,false,true,false
608,127,1,13,false,false,false
609,215,12,74,true,true,true
610,8,42,4,false,false,false
611,8,14,81,true,false,false
612,111,69,15,true,false,true
613,222,64,82,true,false,true
614,250,50,53,false,true,false
615,28,49,74,false,true,true
616,98,51,78,true,true,true
617,176,91,23,true,false,false
618,244,98,22,true,true,false
619,179,23,57,false,true,true
620,54,6,38,false,true,false
621,84,72,65,true,false,false
622,155,71,23,false,false,true
623,273,94,91,true,true,true
624,7,53,68,false,false,false
625,248,80,47,false,false,true
626,260,100,25,false,false,true
627,8,54,8,false,false,false
628,244,10,55,true,false,true
629,36,62,61,false,true,true
630,242,97,74,true,true,false
631,22,57,87,false,false,false
632,170,56,22,false,false,false
633,121,82,90,true,false,true
634,293,78,52,false,false,true
635,203,74,46,true,true,false
636,237,23,5,false,false,false
637,169,27,36,false,true,true
638,126,12,57,false,true,true
639,293,12,75,false,true,false
640,33,70,7,false,true,true
641,9,6,7,true,true,true
642,208,22,92,true,true,true
643,20,82,0,true,true,true
644,101,64,88,true,true,true
645,228,68,85,true,false,true
646,54,13,90,true,true,true
647,96,70,92,false,true,false
648,48,91,55,true,false,true
649,74,32,63,true,false,false
650,294,9,18,true,true,true
651,133,45,73,true,true,false
652,10,80,96,false,true,false
653,254,94,92,false,true,false
654,58,11,61,true,false,true
655,233,23,89,false,false,true
656,221,65,39,true,false,false
657,69,74,85,false,true,true
658,104,41,0,false,true,false
659,67,89,6,true,true,false
660,189,17,37,false,false,false
661,84,85,57,false,false,false
662,249,72,37,true,true,true
663,288,85,34,false,true,true
664,80,25,17,true,true,false
665,186,29,59,false,true,false
666,266,74,52,false,false,true
667,246,84,51,true,false,false
668,262,1,12,false,true,false
669,119,51,44,true,false,false
670,267,47,98,true,true,false
671,61,59,27,true,false,false
672,193,94,67,true,false,false
673,121,75,80,true,false,true
674,206,44,7,false,false,false
675,214,15,36,true,true,false
676,157,67,69,false,false,false
677,10,46,53,false,true,true
678,37,15,1,false,true,false
679,194,41,87,true,true,true
680,45,34,41,false,true,true
681,168,59,36,false,true,true
682,1,88,98,true,true,false
683,105,70,36,true,true,true
684,250,61,74,true,true,true
685,78,47,68,false,false,true
686,274,26,96,true,false,true
687,232,42,99,true,false,true
688,276,72,14,false,true,false
689,252,100,95,false,true,true
690,120,47,51,false,true,false
691,278,38,41,false,false,true
692,24,51,20,true,false,false
693,133,21,61,true,false,false
694,182,38,83,false,true,false
695,221,32,96,false,false,false
696,264,100,3,true,true,true
697,50,9,88,true,true,false
698,95,65,58,true,false,true
699,97,30,58,true,false,true
700,241,19,92,false,true,true
701,145,98,72,true,true,true
702,204,66,82,false,false,true
703,158,99,47,true,false,false
704,55,42,63,false,false,false
705,58,37,76,true,true,true
706,238,24,16,false,false,false
707,261,39,26,false,true,false
708,293,95,88,false,true,true
709,92,95,43,true,true,false
710,2,16,96,false,false,false
711,255,63,54,false,true,false
712,101,78,85,false,true,false
713,223,43,7,true,true,false
714,16,91,53,true,true,true
715,18,67,30,true,true,true
716,163,48,27,true,true,true
717,54,15,29,true,true,false
718,185,24,71,true,false,true
719,36,70,68,true,false,false
720,127,9,77,false,true,false
721,172,89,60,false,true,false
722,50,84,18,false,true,true
723,126,95,79,true,true,true
724,183,5,57,true,false,true
725,129,38,82,false,false,true
726,269,3,53,true,false,false
727,93,59,30,false,false,false
728,161,100,66,true,true,false
729,297,41,55,true,false,false
730,197,94,41,true,false,true
731,166,78,34,true,true,true
732,93,24,78,false,true,false
733,188,67,19,true,true,true
734,112,75,10,false,false,false
735,4,16,62,true,false,false
736,214,85,0,false,true,false
737,80,55,56,true,true,true
738,119,23,57,true,true,true
739,18,13,40,false,true,false
740,34,78,38,false,false,false
741,183,20,3,true,false,false
742,99,19,41,false,false,true
743,297,38,42,true,false,false
744,280,99,100,false,true,true
745,186,90,44,true,false,false
746,281,92,32,false,false,true
747,251,41,50,true,true,true
748,96,16,45,true,true,true
749,3,19,35,true,false,false
750,9,67,66,true,false,true
751,54,63,21,false,false,false
752,75,52,42,true,false,true
753,108,99,73,false,false,true
754,245,84,23,true,true,true
755,201,12,93,true,true,true
756,192,45,90,false,true,true
757,42,20,87,true,true,true
758,34,45,74,false,true,false
759,119,34,78,false,false,true
760,244,52,88,false,true,false
761,19,42,1,false,true,false
762,147,4,89,true,false,false
763,281,55,69,false,false,true
764,44,30,49,true,false,true
765,267,7,68,false,true,false
766,71,16,19,false,true,true
767,83,65,52,true,true,false
768,1,1,94,true,true,false
769,72,79,38,false,false,false
770,221,11,36,true,true,true
771,38,94,49,true,false,true
772,141,22,28,true,false,true
773,93,20,4,false,true,true
774,205,51,25,false,false,true
775,228,56,36,true,false,false
776,31,92,88,true,false,false
777,141,79,36,true,false,true
778,14,14,57,true,true,false
779,184,5,25,false,true,true
780,115,61,39,true,false,true
781,142,7,39,true,true,false
782,67,86,22,false,false,false
783,170,97,85,false,true,false
784,68,20,30,false,true,false
785,160,70,64,false,false,false
786,160,61,100,false,true,false
787,263,15,38,false,true,false
788,271,64,9,false,true,false
789,127,16,68,true,true,false
790,115,15,26,false,true,true
791,105,64,45,true,false,true
792,267,43,87,true,false,false
793,288,71,40,false,true,true
794,289,8,17,true,true,true
795,263,51,53,true,false,true
796,164,19,62,true,false,true
797,294,61,63,true,false,false
798,102,83,3,true,true,true
799,87,64,8,true,false,true
800,104,32,54,true,false,true
801,223,63,10,true,false,true
802,22,4,74,false,true,true
803,279,100,77,true,false,true
804,215,17,17,false,true,true
805,39,51,32,true,true,false
806,66,39,28,true,false,true
807,6,53,54,false,true,true
808,176,9,26,false,false,true
809,118,22,56,false,false,true
810,128,16,80,false,false,true
811,33,50,47,true,false,true
812,192,23,42,false,false,true
813,260,5,71,false,false,false
814,283,25,88,false,true,true
815,284,19,42,true,false,false
816,155,65,98,true,false,true
817,79,1,80,true,true,true
818,30,90,62,false,true,false
819,224,31,92,false,true,true
820,65,29,29,true,true,false
821,261,56,42,true,false,false
822,245,70,72,false,false,true
823,210,80,22,true,false,true
824,287,69,46,false,false,false
825,113,78,60,true,false,false
826,261,16,57,false,false,true
827,213,41,34,false,false,false
828,15,21,90,true,false,false
829,106,69,83,true,false,false
830,276,32,68,true,true,true
831,23,85,33,true,true,true
832,167,43,87,true,false,false
833,268,63,85,false,false,false
834,121,11,10,true,false,false
835,24,47,76,true,true,true
836,226,7,55,true,false,true
837,167,13,44,true,true,true
838,209,100,97,true,true,true
839,253,98,81,false,true,false
840,289,64,19,true,false,false
841,225,35,14,false,true,true
842,87,77,59,false,false,false
843,283,23,76,true,true,false
844,187,64,78,false,false,false
845,233,5,58,true,true,false
846,279,92,48,true,true,false
847,43,2,7,false,true,false
848,286,85,34,false,true,true
849,296,17,41,true,true,true
850,229,12,13,true,true,false
851,105,14,0,true,false,true
852,256,38,21,false,true,false
853,277,44,3,true,false,false
854,219,51,88,true,false,false
855,83,3,22,true,true,false
856,221,65,46,true,false,true
857,262,85,85,false,true,false
858,133,81,75,true,true,true
859,52,40,73,false,false,true
860,214,73,61,false,false,true
861,48,66,11,true,true,false
862,288,39,92,false,true,true
863,102,2,57,false,false,true
864,246,13,63,false,true,true
865,226,90,99,false,false,true
866,45,9,13,true,true,true
867,238,7,95,true,false,false
868,36,58,24,true,false,true
869,296,26,81,false,false,false
870,234,98,57,true,true,false
871,235,38,12,false,true,true
872,81,34,76,false,false,false
873,256,32,7,false,false,false
874,260,52,2,false,false,true
875,204,49,94,true,false,false
876,133,42,52,true,true,true
877,54,26,27,true,false,true
878,145,29,81,false,false,false
879,10,10,78,true,true,true
880,109,82,63,false,false,false
881,142,46,28,false,true,false
882,211,73,8,false,true,false
883,134,28,43,false,true,true
884,32,100,15,true,true,true
885,236,69,18,false,true,true
886,63,57,47,true,true,false
887,274,30,23,true,true,true
888,231,61,0,true,false,true
889,97,49,64,true,true,true
890,70,60,12,false,false,false
891,37,95,48,true,true,true
892,33,43,15,true,false,true
893,86,54,77,true,true,true
894,14,30,50,false,true,false
895,14,3,3,false,true,false
896,192,74,67,false,false,true
897,257,60,12,false,false,false
898,112,57,99,true,true,true
899,37,92,77,false,false,true
900,207,52,98,false,true,false
901,53,30,9,false,false,false
902,29,93,21,false,false,true
903,189,29,39,false,false,true
904,1,2,26,true,true,false
905,41,94,74,false,true,true
906,169,5,63,false,true,false
907,207,11,15,true,false,false
908,150,11,88,true,true,false
909,242,18,65,true,true,false
910,22,36,96,false,false,true
911,278,27,77,true,false,false
912,174,83,24,true,false,true
913,229,10,31,true,true,true
914,13,26,68,false,false,false
915,223,12,55,true,false,false
916,201,67,1,false,true,false
917,278,12,59,false,true,false
918,47,12,59,false,false,true
919,80,42,55,true,false,false
920,206,81,31,true,true,true
921,124,69,49,true,false,false
922,179,86,7,true,false,true
923,21,13,49,false,false,false
924,103,18,17,true,true,false
925,296,35,7,true,false,false
926,18,29,30,true,false,false
927,262,75,26,false,true,false
928,243,94,73,true,true,false
929,137,56,91,true,false,false
930,273,17,71,false,false,true
931,163,10,91,true,true,false
932,2,3,70,true,true,false
933,79,27,40,false,false,false
934,183,16,27,false,true,false
935,24,33,0,false,true,false
936,196,77,39,true,true,false
937,132,58,10,false,false,true
938,237,54,100,true,true,true
939,27,51,18,false,true,false
940,178,77,76,true,false,false
941,137,2,43,false,true,false
942,205,53,48,true,true,true
943,213,66,46,true,false,true
944,118,97,29,false,true,false
945,168,15,2,true,true,true
946,78,81,18,false,false,true
947,278,80,11,false,false,false
948,217,100,45,false,false,true
949,154,58,74,false,false,true
950,42,88,22,true,true,false
951,140,64,69,true,false,true
952,67,87,22,true,true,true
953,101,4,37,true,false,true
954,132,99,29,false,false,true
955,263,41,21,false,true,true
956,136,49,19,false,true,true
957,9,91,25,true,false,true
958,215,15,56,false,true,false
959,227,87,27,true,true,true
960,205,72,48,true,true,false
961,103,22,45,false,true,true
962,25,38,56,false,false,true
963,70,64,92,false,false,true
964,112,77,62,true,false,false
965,7,8,81,false,true,false
966,186,74,86,false,false,false
967,260,93,75,false,true,true
968,33,37,80,true,true,false
969,178,1,38,true,true,true
970,4,51,15,false,false,false
971,253,31,40,false,false,true
972,207,42,29,true,true,false
973,167,43,35,true,true,true
974,3,88,87,false,false,false
975,221,21,97,true,true,false
976,34,89,15,false,false,true
977,101,74,73,true,true,true
978,243,85,32,false,false,false
979,25,36,0,false,false,true
980,197,21,10,true,false,true
981,21,15,16,false,false,false
982,246,69,87,false,false,false
983,140,93,6,true,true,true
984,253,81,88,false,true,true
985,286,92,24,true,true,false
986,130,48,4,true,true,true
987,253,89,28,false,true,false
988,27,76,9,false,false,true
989,52,98,74,false,true,false
990,108,89,11,false,false,true
991,268,31,82,true,true,false
992,86,31,64,false,true,true
993,289,35,57,true,false,false
994,280,42,64,false,true,true
995,129,25,83,true,true,true
